obsid,uid,gp_id,designation,obsdate,lmjd,mjd,planid,spid,fiberid,ra_obs,dec_obs,snru,snrg,snrr,snri,snrz,class,subclass,z,z_err,ps_id,mag_ps_g,mag_ps_r,mag_ps_i,mag_ps_z,mag_ps_y,gaia_source_id,gaia_g_mean_mag,fibertype,offsets,offsets_v,ra,dec,fibermask,with_norm_flux,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_gedr3,ra_error,dec_gedr3,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist,rv_opt,rv_err,rv_best,ccfmax,success,imod,status
7103169,G17323897100781,381158590671515264,J004030.82+405302.4,2011-11-20,55886,55885,M31_004437N404045_M2,3,169,10.128458,40.884,0.0,2.240000009536743,4.059999942779541,7.059999942779541,5.5,STAR,G9,-0.0015361099503934383,4.3280000681988895e-05,157060101282922236,-999.0,-999.0,-999.0,-999.0,-999.0,381158590671515264,18.143444061279297,Obj,0,0.0,10.128458,40.884,0,0,10.12840016699,40.88400981382,0.0019413999980315566,0.0016737000551074743,55.439998626708984,381158590671515264,10.12840055459,0.0984,40.88401069077,0.092,0.0404,0.1306,0.3092,0.208,0.066,0.115,0.197,0.107,359,1.4974,412.04,0.074,0.05921,31,,,19,1.056,False,1041.28,1.77999,18.143444,713.59,9.72121,18.20492,503.152,17.993649,1.169,0.211271,,,0,,,157060101284161438,,,655009741,0.003322,0.015052,0.026721,18.143444,0.003322,1041.28,0.006,1.8594,1.7643,0.1378,0.161322,-433.67382431030273,nan,-430.0,0.17563203234473207,True,267,0
7103176,L17324649788748,7103176,J004033.99+403500.1,2011-11-20,55886,55885,M31_004437N404045_M2,3,176,10.141666,40.583363,1.5700000524520874,10.779999732971191,12.600000381469727,17.399999618530273,11.729999542236328,STAR,F5,-0.0018018699483945966,6.629999916185625e-06,156700101416021032,-999.0,-999.0,19.082199096679688,-999.0,-999.0,381128667636413696,17.618494033813477,Obj,0,0.0,10.141666,40.583363,0,0,10.14158943698,40.58330341961,0.0014671999961137772,0.001261899946257472,75.1500015258789,381128667636413696,10.14158974194,0.0822,40.58330328827,0.0624,-0.0402,0.099,-0.4057,0.06,0.052,0.088,-0.03,0.078,334,1.0481,370.54,0.094,0.1775,31,,,19,1.04,False,1688.69,1.60749,17.618494,977.076,7.88426,17.863722,1024.84,17.22125,1.185,0.642471,,,0,,,156700101415870567,,,653009409,0.002943,0.009195,0.008393,17.618494,0.002943,1688.69,-0.003,1.4546,1.2764,0.0747,0.299706,-551.1517953872681,nan,-550.0,0.5431585309965566,True,478,0
7103190,G17324649627749,369117568254040192,J004048.34+403041.7,2011-11-20,55886,55885,M31_004437N404045_M2,3,190,10.201417,40.511611,2.609999895095825,9.510000228881836,9.079999923706055,11.819999694824219,7.269999980926514,STAR,F2,-0.0012168600223958492,3.443999958108179e-05,156610102005034616,-999.0,-999.0,-999.0,19.97450065612793,-999.0,369117568254040192,18.358165740966797,Obj,0,0.0,10.201417,40.511611,0,0,10.20140316814,40.51157063394,0.002309999894350767,0.0019464000361040235,77.2300033569336,369117568254040192,10.20140387062,0.1313,40.51156972698,0.0951,0.004,0.156,0.0257,0.237,0.12,0.14,-0.204,0.121,342,-0.8838,328.24,0.0,0.0,31,,,19,0.965,False,854.438,1.58312,18.358166,586.62,11.5794,18.41765,392.6,18.26302,1.146,0.154631,,,0,,,156610102013754495,,,653009509,0.003412,0.021612,0.033431,18.358166,0.003412,854.438,-0.014,2.2935,1.9657,0.074,0.150168,-99.60968017578125,nan,-100.0,0.15450359833959318,True,614,0
7103193,G17324649303815,369118461607235072,J004033.90+403047.1,2011-11-20,55886,55885,M31_004437N404045_M2,3,193,10.14125,40.513084,3.2799999713897705,11.829999923706055,11.729999542236328,14.550000190734863,8.960000038146973,STAR,F3,-0.0015722899697721004,1.3240000043879263e-05,156610101415566562,-999.0,-999.0,-999.0,-999.0,-999.0,369118461607235072,17.704387664794922,Obj,0,0.0,10.14125,40.513084,0,0,10.14118166704,40.51305094792,0.0016502999933436513,0.0014350999845191836,68.27999877929688,369118461607235072,10.14118119263,0.092,40.51305040558,0.0663,-0.2504,0.108,-2.3175,0.147,-0.081,0.099,-0.122,0.09,323,1.1642,363.06,0.12,0.2561,31,,,19,1.045,False,1560.24,2.10889,17.704388,1039.74,9.90499,17.796225,768.217,17.534185,1.159,0.262039,,,0,,,156610101411816276,,,653009408,0.003122,0.010713,0.013119,17.704388,0.003122,1560.24,-0.007,1.6225,1.4664,0.0959,0.221665,-478.593017578125,nan,-480.0,0.13157211795529142,True,461,0
7103208,G17324630335754,381159827623651328,J004051.82+405553.5,2011-11-20,55886,55885,M31_004437N404045_M2,3,208,10.215958,40.931528,2.390000104904175,8.920000076293945,9.430000305175781,14.319999694824219,9.0,STAR,F6,-0.0016464299988001585,2.0109999240958132e-05,157110102158728886,-999.0,-999.0,-999.0,-999.0,-999.0,381159827623651328,18.070295333862305,Obj,0,0.0,10.215958,40.931528,0,0,10.21585304064,40.93149161801,0.0017274999991059303,0.0016063000075519085,78.55999755859375,381159827623651328,10.21585231788,0.0884,40.93149215085,0.0814,-0.0414,0.1184,-0.3497,0.172,-0.123,0.106,0.12,0.099,360,-0.861,346.12,0.0,0.0,31,,,20,0.967,False,1113.85,1.8125,18.070295,723.216,8.60686,18.190372,554.54,17.888063,1.147,0.302309,,,0,,,157110102158428430,,,655009906,0.003273,0.013219,0.02611,18.070295,0.003273,1113.85,-0.02,1.7228,1.6112,0.0283,0.314078,-475.7571716308594,nan,-480.0,0.1513305684251414,True,521,0
7103214,L17323895181088,7103214,J004028.83+405647.1,2011-11-20,55886,55885,M31_004437N404045_M2,3,214,10.120125,40.946417,1.6200000047683716,6.449999809265137,7.539999961853027,10.550000190734863,6.619999885559082,STAR,G7,-0.0015315599739551544,5.672000042977743e-05,157130101200726362,18.02039909362793,17.919700622558594,17.814599990844727,17.82550048828125,17.845199584960938,381172128408543232,17.8723201751709,Obj,0,0.0,10.120125,40.946417,0,0,10.12006089306,40.94641883187,0.0015840999549254775,0.001423100009560585,69.66999816894531,381172128408543232,10.12006005757,0.0855,40.94641928964,0.0728,0.0045,0.1104,0.0408,0.175,-0.142,0.096,0.103,0.088,360,0.3433,378.61,0.124,0.2299,31,,,20,1.012,False,1336.65,4.30182,17.87232,797.631,10.2563,18.084038,801.096,17.488684,1.196,0.595354,,,0,,,157130101200726362,,,655009727,0.00445,0.014237,0.016691,17.87232,0.00445,1336.65,0.011,1.5655,1.4435,0.0698,0.174442,-373.2654323577881,nan,-370.0,0.16389156290240486,True,244,0
7103217,G17323890126241,381174361791528448,J003941.19+405650.7,2011-11-20,55886,55885,M31_004437N404045_M2,3,217,9.9216569,40.947422,0.46000000834465027,3.9200000762939453,4.860000133514404,6.96999979019165,4.349999904632568,STAR,F9,-9.210999996867031e-05,2.2649999664281495e-05,157130099217928493,-999.0,-999.0,-999.0,21.038999557495117,-999.0,381174361791528448,18.414718627929688,Obj,0,0.0,9.9216569,40.947422,0,0,9.92166422573,40.94741848931,0.0022934998851269484,0.001970000099390745,57.599998474121094,381174361791528448,9.92166624634,0.1091,40.94741953059,0.1104,0.1097,0.1485,0.7389,0.416,0.343,0.136,0.234,0.127,315,-1.0534,295.89,0.0,0.0,31,,,20,0.957,False,811.072,1.23045,18.414719,418.495,10.3477,18.784317,570.714,17.85685,1.22,0.927467,,,0,,,157130099216697547,1237659931608875785,,655009489,0.00321,0.026991,0.020161,18.414719,0.00321,811.072,0.009,2.2055,2.068,0.1368,0.023591,-25.3048095703125,nan,-30.0,0.2534818952371294,True,537,0
7103226,G17324016766256,380755039838582528,J003728.98+402007.7,2011-11-20,55886,55885,M31_004437N404045_M2,3,226,9.3707914,40.335499,4.139999866485596,13.0,10.119999885559082,-9999.0,7.03000020980835,STAR,A3,-0.0012121000327169895,2.6339999749325216e-05,156400093712882852,-999.0,-999.0,-999.0,18.048099517822266,-999.0,380755039838582528,17.325284957885742,Obj,0,0.0,9.3707914,40.335499,18,0,9.37078862526,40.33546643826,0.001214600051753223,0.0010989999864250422,78.06999969482422,380755039838582528,9.37078906918,0.0638,40.33546665255,0.0592,0.0168,0.0845,0.1983,0.09,0.076,0.073,0.048,0.067,364,-0.786,355.97,0.0,0.0,31,,,19,0.97,False,2212.24,2.81082,17.325285,1495.6,17.359,17.401506,1004.85,17.24264,1.13,0.158867,,,0,,,156400093707803183,,,652008450,0.003081,0.012907,0.011618,17.325285,0.003081,2212.24,-0.03,1.2099,1.1042,0.0405,0.117469,-483.65716552734375,nan,-480.0,0.1490328796577824,True,372,0
7103233,G17323960270153,380747549416889088,J003839.08+402255.3,2011-11-20,55886,55885,M31_004437N404045_M2,3,233,9.662867,40.382054,0.27000001072883606,2.9100000858306885,5.199999809265137,9.390000343322754,6.340000152587891,STAR,K3,-5.004999911761843e-05,1.7840000509750098e-05,156450096624608826,-999.0,-999.0,20.092899322509766,-999.0,-999.0,380747549416889088,18.199176788330078,Obj,0,0.0,9.662867,40.382054,0,0,9.66293197591,40.38205952471,0.002152099972590804,0.0020385999232530594,86.72000122070312,380747549416889088,9.6629318435,0.1191,40.38206059593,0.0985,0.5241,0.1414,3.7078,0.242,-0.023,0.13,0.241,0.124,343,-1.12,319.98,0.0,0.0,95,1.4468,0.0295,18,0.956,False,989.653,1.28063,18.19866,417.268,11.1003,18.787504,852.05,17.421732,1.283,1.365772,,,0,,,156450096629189091,,,652008705,0.003093,0.029018,0.01491,18.199166,0.003093,989.192,0.028,2.1517,2.039,0.0062,0.179288,-28.30828857421875,nan,-30.0,0.2765286640400688,True,528,0
7104004,G17324679311498,369152542172408320,J004207.22+405148.2,2011-11-20,55886,55885,M31_004437N404045_M2,4,4,10.530084,40.863415,1.2699999809265137,7.96999979019165,18.90999984741211,24.299999237060547,18.010000228881836,STAR,G3,-0.0014824256068095565,2.178169961553067e-05,157030105305146576,-999.0,-999.0,-999.0,-999.0,-999.0,369152542172408320,16.779630661010742,Obj,0,0.0,10.530084,40.863415,0,1,10.53007900764,40.8633609315,0.0008700999896973372,0.0008199000149033964,52.43000030517578,369152542172408320,10.53007908571,0.044,40.8633608778,0.0446,0.0015,0.0603,0.0254,0.018,0.013,0.052,-0.012,0.051,363,1.8948,428.54,0.144,1.04,31,,,20,1.071,False,3656.74,2.60992,16.77963,1659.82,9.07586,17.28839,2864.93,16.10511,1.237,1.183279,,,0,,,157030105300686668,,,655010421,0.002862,0.00656,0.005354,16.77963,0.002862,3656.74,0.003,0.8518,0.8389,0.0574,0.195121,-435.70396423339844,nan,-440.0,0.5741475430476358,True,440,0
7104014,L17324681328641,7104014,J004214.59+405112.7,2011-11-20,55886,55885,M31_004437N404045_M2,4,14,10.560833,40.853528,0.5899999737739563,1.6699999570846558,4.829999923706055,6.550000190734863,4.840000152587891,STAR,K5,-0.0016057699685916305,5.094000152894296e-05,157020105616494811,-999.0,-999.0,20.496700286865234,-999.0,-999.0,369152370373712000,18.237943649291992,Obj,0,0.0,10.560833,40.853528,0,0,10.56083567936,40.8534454523,0.0021420998964458704,0.001943300012499094,35.16999816894531,369152370373712000,10.56083521961,0.1025,40.85344521971,0.1013,0.1587,0.1446,1.0974,0.094,-0.078,0.124,-0.052,0.127,335,-0.4803,333.8,0.0,0.0,95,1.6572,0.029,20,0.98,False,954.018,1.6656,18.238476,688.451,9.46737,18.24386,475.143,18.055834,1.22,0.188026,,,0,,,157020105608284751,,,655010487,0.003344,0.015189,0.029898,18.237944,0.003344,954.486,0.058,2.0114,2.0783,0.0915,0.297261,-128.7659912109375,nan,-140.0,0.11522347317070603,True,293,0
7104017,G17324680795823,369149003119260288,J004221.35+404734.6,2011-11-20,55886,55885,M31_004437N404045_M2,4,17,10.588965,40.792971,0.550000011920929,2.0999999046325684,7.690000057220459,12.59000015258789,10.470000267028809,STAR,G5,-0.0013975800247862935,2.3680000595049933e-05,156950105892061847,-999.0,-999.0,-999.0,-999.0,20.238100051879883,369149003119260288,18.46975326538086,Obj,0,0.0,10.588965,40.792971,0,0,10.58891966303,40.79295445301,0.00257789995521307,0.002076399978250265,82.7699966430664,369149003119260288,10.58892042934,0.1309,40.79295376266,0.1092,0.3483,0.1697,2.0526,0.203,0.131,0.159,-0.155,0.128,352,0.6003,416.53,0.36,0.9231,95,1.2312,0.035,20,1.022,False,760.827,2.67775,18.484152,173.486,11.2027,19.740383,851.967,17.421839,1.348,2.318544,,,0,,,156950105889022167,,,654010336,0.004711,0.070166,0.018265,18.469707,0.00467,771.017,-0.032,2.5707,2.0853,0.0544,0.137174,-399.15008544921875,nan,-400.0,0.18350618777371625,True,345,0
7104023,G17324634176755,381163435396238720,J004154.82+405706.6,2011-11-20,55886,55885,M31_004437N404045_M2,4,23,10.478417,40.951861,4.070000171661377,11.319999694824219,16.489999771118164,19.399999618530273,13.279999732971191,STAR,F5,-0.0015836289385333657,2.6818599508260377e-05,157140104786432349,-999.0,-999.0,19.9197998046875,-999.0,-999.0,381163435396238720,17.880294799804688,Obj,0,0.0,10.478417,40.951861,0,1,10.47838197446,40.95182846818,0.0017839999636635184,0.0016654999926686287,82.87000274658203,381163435396238720,10.47838268767,0.0888,40.95182813868,0.088,-0.0215,0.119,-0.1804,0.142,0.121,0.111,-0.074,0.101,321,0.6095,355.09,0.292,1.195,95,1.6669,0.0276,19,1.023,False,1326.71,2.16896,17.880428,913.429,15.0233,17.936855,683.011,17.661827,1.203,0.275028,,,0,,,157140104783612815,,,655010333,0.003278,0.018074,0.022767,17.880293,0.003277,1326.87,0.037,1.7823,1.6674,0.0169,0.150947,-488.03411865234375,nan,-480.0,0.24777395532065066,True,389,0
7104024,L17324632387361,7104024,J004229.30+405727.6,2011-11-20,55886,55885,M31_004437N404045_M2,4,24,10.622084,40.957668,0.8299999833106995,3.7699999809265137,8.369999885559082,11.239999771118164,8.0600004196167,STAR,G7,-0.0011711400002241135,5.830000009154901e-05,157140106220439762,17.79640007019043,17.547399520874023,17.49690055847168,17.403900146484375,17.315900802612305,369247104468991104,17.5688419342041,Obj,0,0.0,10.622084,40.957668,0,0,10.62203644454,40.95762157043,0.001421299995854497,0.0013126999838277698,61.790000915527344,369247104468991104,10.62203695032,0.0698,40.9576211718,0.0687,-0.1076,0.0966,-1.1142,0.124,0.086,0.086,-0.09,0.082,327,1.4747,374.95,0.213,0.9193,31,,,19,1.058,False,1767.7,1.9498,17.568842,1053.5,13.1405,17.781961,1106.97,17.137554,1.222,0.644407,,,0,,,157140106220439762,,,655010587,0.003004,0.013827,0.015205,17.568842,0.003004,1767.7,0.034,1.3978,1.3377,0.0661,0.211314,-390.7709503173828,nan,-400.0,0.19645541781722306,True,320,0
7104026,G17324421046967,369254972849025024,J004342.74+411442.5,2011-11-20,55886,55885,M31_004437N404045_M2,4,26,10.928115,41.245157,0.9399999976158142,5.699999809265137,13.65999984741211,23.8700008392334,21.3799991607666,STAR,G5,-0.0009535300196148455,1.266999970539473e-05,157490109278344758,20.47909927368164,18.840200424194336,17.6648006439209,17.078800201416016,16.796300888061523,369254972849025024,18.384933471679688,Obj,0,0.0,10.928115,41.245157,0,0,10.92811680296,41.24516999607,0.0029756000731140375,0.0021536999847739935,92.63999938964844,369254972849025024,10.9281173731,0.1684,41.2451703023,0.1175,0.5292,0.1739,3.0428,0.119,0.096,0.179,0.069,0.132,325,1.1918,422.12,0.609,2.754,95,1.2014,0.0372,19,1.046,False,816.847,4.03557,18.407015,148.23,11.1222,19.9112,1101.75,17.142687,1.53,2.768513,,,0,,,157490109284264906,,,657010804,0.00603,0.081514,0.019235,18.384858,0.005934,833.688,0.084,2.9741,2.1558,-0.0302,0.04704,-285.64464569091797,nan,-290.0,0.3602928156535854,True,145,0
7104028,G17324413995640,369246206817669376,J004301.90+410308.3,2011-11-20,55886,55885,M31_004437N404045_M2,4,28,10.757958,41.052333,0.7900000214576721,4.150000095367432,9.109999656677246,12.6899995803833,9.350000381469727,STAR,F8,-0.0013218700187280774,2.7820000468636863e-05,157260107584623641,20.12579917907715,-999.0,-999.0,-999.0,-999.0,369246206817669376,18.34781265258789,Obj,0,0.0,10.757958,41.052333,0,0,10.75795209939,41.052317086,0.002450200030580163,0.001906899968162179,95.77999877929688,369246206817669376,10.75795042478,0.1246,41.05231708355,0.0963,0.2978,0.1507,1.9759,0.284,-0.284,0.149,-0.001,0.117,337,-0.6096,328.73,0.0,0.0,95,1.6255,0.032,20,0.975,False,863.614,1.80771,18.346567,531.233,11.1935,18.52533,435.462,18.150518,1.119,0.374811,,,0,,,157260107579443393,,,656010555,0.003572,0.023047,0.036697,18.347812,0.003573,862.625,-0.052,2.4453,1.9132,-0.0507,0.059488,-413.0540466308594,nan,-400.0,0.21752135349449545,True,389,0
7104064,L17324496072141,7104064,J004555.45+404813.0,2011-11-20,55886,55885,M31_004437N404045_M2,4,64,11.481053,40.803634,0.23999999463558197,5.329999923706055,13.680000305175781,21.1200008392334,15.369999885559082,STAR,K5,-9.855000098468736e-05,7.669999831705354e-06,156960114811654524,18.138500213623047,-999.0,-999.0,-999.0,-999.0,369195148247850752,17.752044677734375,Obj,0,0.0,11.481053,40.803634,0,0,11.48117088778,40.80372849204,0.0016197999939322472,0.0013065000530332327,95.19000244140625,369195148247850752,11.48117081964,0.0888,40.80372793611,0.0688,0.5833,0.1078,5.4083,0.126,-0.012,0.099,-0.125,0.08,326,-0.2861,323.66,0.0,0.0,95,1.4639,0.023,19,0.988,False,1492.56,2.31519,17.75254,894.58,31.567,17.959494,1979.14,16.506704,1.925,1.452789,,,0,,,156960114810275020,1237659934830428436,,655011466,0.003229,0.038414,0.026223,17.752031,0.003229,1493.26,0.661,1.6175,1.3093,-0.039,0.467885,-27.61468505859375,nan,-30.0,0.5889986742301824,True,446,0
7104166,L17324650278193,7104166,J004126.23+403435.5,2011-11-20,55886,55885,M31_004437N404045_M2,4,166,10.359333,40.576528,3.6600000858306885,9.479999542236328,11.239999771118164,12.520000457763672,7.380000114440918,STAR,F5,-0.0010284100426360965,6.299999949987978e-05,156690103599832993,-999.0,-999.0,19.470199584960938,-999.0,-999.0,369138798276518528,17.745859146118164,Obj,0,0.0,10.359333,40.576528,0,0,10.35934096391,40.57642899035,0.0024286999832838774,0.0018763999687507749,60.27000045776367,369138802572343168,10.35934249985,0.1327,40.57642852427,0.1103,-0.0991,0.1589,-0.6238,0.283,0.262,0.14,-0.105,0.123,333,3.5152,450.19,0.643,4.096,95,1.6642,0.033,18,1.139,False,1038.84,2.4715,18.14599,,,,,,,,,,0,,,156690103593252325,,,,0.003777,,,18.14599,0.003777,1038.84,,2.3052,2.0262,0.2192,0.357099,-62.49552917480469,nan,-70.0,0.1547463712078531,True,595,0
7104168,G17324683047873,369144265770716160,J004133.61+404208.3,2011-11-20,55886,55885,M31_004437N404045_M2,4,168,10.390083,40.702333,3.809999942779541,10.1899995803833,12.520000457763672,13.260000228881836,8.260000228881836,STAR,F0,-0.0015198600012809038,1.926000004459638e-05,156840103899973396,17.77239990234375,17.89310073852539,18.095199584960938,18.256399154663086,18.340700149536133,369144265770716160,17.81415557861328,Obj,0,0.0,10.390083,40.702333,0,0,10.39002389142,40.70231155353,0.0018420000560581684,0.0014131000498309731,79.0,369144265770716160,10.3900251966,0.099,40.70231252616,0.073,0.1492,0.1145,1.3035,0.312,0.223,0.113,0.219,0.088,329,2.3004,404.12,0.196,0.549,31,,,18,1.091,False,1410.21,2.22731,17.814156,1003.71,11.9701,17.834526,633.381,17.743734,1.161,0.090792,,,0,,,156840103899973396,,,654010115,0.003245,0.013246,0.01868,17.814156,0.003245,1410.21,0.003,1.8281,1.431,0.1,0.178842,-487.61293601989746,nan,-490.0,0.24091326797730273,True,372,0
7104227,G17324473453076,369001153163640704,J004656.21+403700.0,2011-11-20,55886,55885,M31_004437N404045_M2,4,227,11.734211,40.616693,0.1899999976158142,1.6299999952316284,6.179999828338623,10.180000305175781,7.320000171661377,STAR,K5,-0.00016136000340338796,1.8310000086785294e-05,156740117347460057,-999.0,-999.0,21.061599731445312,-999.0,-999.0,369001153163640704,17.376432418823242,Obj,0,0.0,11.734211,40.616693,64,0,11.73418575817,40.61669482226,0.0013809000374749303,0.0010711000068113208,87.94999694824219,369001153163640704,11.73418760886,0.0672,40.61669500459,0.055,1.0968,0.087,12.6039,0.319,0.316,0.085,0.041,0.065,343,-1.0105,326.15,0.0,0.0,31,,,19,0.96,False,2110.44,1.75033,17.376432,752.074,17.7731,18.14789,1936.0,16.53063,1.274,1.61726,,,0,,,156740117341960667,1237659929998525241,,654011381,0.002899,0.025809,0.008119,17.376432,0.002899,2110.44,-0.011,1.3805,1.0715,0.0183,0.069289,-6.53363037109375,nan,-10.0,0.24596953634000795,True,134,0
7105039,G17324774773106,368834096116293504,J004333.67+393828.2,2011-11-20,55886,55885,M31_004437N404045_M2,5,39,10.890315,39.641171,0.0,3.2300000190734863,3.569999933242798,4.429999828338623,2.0199999809265137,QSO,Non,0.5985689759254456,0.0001240499987034127,155570108898130541,-999.0,-999.0,21.801000595092773,-999.0,-999.0,368834096116293504,18.728857040405273,Obj,0,0.0,10.890315,39.641171,0,0,10.8903027729,39.64114161236,0.0028291000053286552,0.0022746999748051167,86.27999877929688,368834096116293504,10.89030259726,0.1463,39.64114085857,0.1153,-0.0139,0.1814,-0.0768,0.172,-0.03,0.174,-0.17,0.139,385,0.4504,410.68,0.0,4.124e-15,31,,,19,1.016,False,607.301,3.61645,18.728857,412.259,17.3981,18.800617,298.506,18.560513,1.17,0.240105,,,0,,,155570108902850021,1237659934293033771,,649009485,0.007028,0.045905,0.02966,18.728857,0.007028,607.301,0.006,2.827,2.2773,0.0285,0.111093,172.3919219970703,nan,170.0,0.08031539123684005,True,443,0
7105108,G17324595655489,368852585950560512,J004510.44+395257.1,2011-11-20,55886,55885,M31_004437N404045_M2,5,108,11.293516,39.882555,0.0,1.2699999809265137,2.0399999618530273,2.259999990463257,0.9599999785423279,STAR,G9,-0.0004949800204485655,8.104000153252855e-05,155850112937639466,-999.0,-999.0,-999.0,-999.0,18.783000946044922,368852585950560512,16.940561294555664,Obj,0,0.0,11.293516,39.882555,0,0,11.29350799153,39.88253983603,0.0011702999472618103,0.000900499988347292,86.7300033569336,368852585950560512,11.29350953576,0.0606,39.88253953363,0.0424,0.1447,0.0696,2.0798,0.275,0.267,0.071,-0.068,0.055,328,0.2954,343.12,0.0,0.0,31,,,19,1.011,False,3152.99,2.47715,16.940561,1616.71,29.8469,17.31696,1837.51,16.587318,1.096,0.729641,,,0,,,155850112935009698,1237659934293229641,,650009896,0.002884,0.020238,0.035598,16.940561,0.002884,3152.99,-0.099,1.1695,0.9015,0.0302,0.058903,-172.6465072631836,nan,-180.0,0.070217231897463,True,214,0
7105237,G17324700259254,368649721760453248,J003955.12+392931.1,2011-11-20,55886,55885,M31_004437N404045_M2,5,237,9.9796908,39.491981,0.0,1.1799999475479126,2.0,3.140000104904175,2.2300000190734863,STAR,A2,-0.004021639935672283,0.12358199805021286,155390099797041012,17.971399307250977,17.83139991760254,17.74489974975586,17.940099716186523,17.739599227905273,368649721760453248,17.680461883544922,Obj,0,0.0,9.9796908,39.491981,0,0,9.97968611177,39.49197537547,0.0015715999761596322,0.00134830002207309,47.36000061035156,368649721760453248,9.97968677982,0.0814,39.49197593357,0.079,0.049,0.1179,0.4157,0.171,0.116,0.09,0.126,0.089,269,-0.0801,272.11,0.0,0.0,31,,,18,0.995,False,1595.0,3.70553,17.680462,994.821,17.4946,17.84418,903.411,17.358183,1.19,0.485996,,,0,,,155390099797041012,1237659934829642142,,648008596,0.003736,0.019296,0.017918,17.680462,0.003736,1595.0,0.012,1.4734,1.455,0.1515,0.024076,83.39044189453125,nan,80.0,0.07745769473870143,True,259,0
7108157,G17324570530769,368899070381168256,J004700.23+395816.6,2011-11-20,55886,55885,M31_004437N404045_M2,8,157,11.750966,39.971289,0.17000000178813934,4.929999828338623,8.069999694824219,12.199999809265137,7.670000076293945,STAR,G4,-0.00016113999299705029,6.509999820991652e-06,155960117509426160,17.856399536132812,17.334800720214844,17.149999618530273,17.095199584960938,17.034900665283203,368899070381168256,17.374481201171875,Obj,0,0.0,11.750966,39.971289,0,0,11.75095028108,39.97128588517,0.0012645999668166041,0.0009533999837003648,82.9800033569336,368899070381168256,11.75094846663,0.0761,39.97128741437,0.0482,0.0244,0.0857,0.2844,0.465,-0.313,0.076,0.344,0.059,373,-0.4309,370.29,0.0,0.0,31,,,18,0.983,False,2114.24,1.62214,17.374481,1022.4,9.37954,17.814493,1488.51,16.81602,1.188,0.998474,,,0,,,155960117509426160,1237673075282149896,,650010274,0.002878,0.010344,0.008352,17.374481,0.002878,2114.24,-0.029,1.2605,0.9588,0.0693,0.044793,-43.0186767578125,nan,-40.0,0.5018827856428952,True,414,0
7109055,G17324294311877,375269159716264320,J004838.60+415420.7,2011-11-20,55886,55885,M31_004437N404045_M2,9,55,12.160841,41.905776,1.1299999952316284,7.019999980926514,11.880000114440918,12.050000190734863,7.03000020980835,STAR,F2,-0.0006578551256097853,2.578450039436575e-05,158280121615557829,-999.0,-999.0,-999.0,-999.0,19.667800903320312,375269159716264320,16.899330139160156,Obj,0,0.0,12.160841,41.905776,0,1,12.16081319794,41.90576386178,0.001282899989746511,0.0008707999950274825,103.93000030517578,375269159716264320,12.1608123225,0.0639,41.90576319537,0.045,0.0359,0.0727,0.4935,0.21,-0.147,0.076,-0.15,0.055,341,-0.1535,344.78,0.0,0.0,31,,,18,0.993,False,3275.03,2.29165,16.89933,1817.47,9.22722,17.189873,2049.38,16.468838,1.181,0.721035,,,0,,,158280121608377577,1237659930535920220,,660012433,0.002858,0.006178,0.006649,16.89933,0.002858,3275.03,-0.013,1.2627,0.8999,-0.1825,0.086361,-201.2835693359375,nan,-200.0,0.5112680447089228,True,440,0
7109202,G17324518571467,369202569951594496,J004723.51+410357.1,2011-11-20,55886,55885,M31_004437N404045_M2,9,202,11.847998,41.065863,0.800000011920929,2.930000066757202,3.4200000762939453,3.7799999713897705,1.850000023841858,QSO,Non,0.7070779800415039,0.0002318600018043071,157270118479539665,18.591899871826172,18.513200759887695,18.260000228881836,18.191499710083008,18.447399139404297,369202569951594496,18.305538177490234,Obj,0,0.0,11.847998,41.065863,0,0,11.84795992751,41.06587813019,0.002141800010576844,0.0018786999862641096,92.04000091552734,369202569951594496,11.84795928017,0.1226,41.06587821722,0.0992,0.0485,0.1428,0.3394,0.112,-0.11,0.129,0.02,0.114,354,0.1603,368.47,0.0,0.0,31,,,20,1.005,False,896.875,3.99365,18.305538,569.676,13.5274,18.449472,536.141,17.924698,1.233,0.524775,,,0,,,157270118479539665,1237659934830624784,,656011638,0.005565,0.025932,0.023208,18.305538,0.005565,896.875,0.052,2.1415,1.8791,-0.0093,0.116814,-484.57763671875,nan,-480.0,0.0873203702266237,True,528,0
